meet_name,facility_name,meet_start_date,meet_end_date,mm_athlete_id,usas_id,first_name,last_name,gender,team,event_no,stroke,distance,seed_time,round,time,course,heat,lane,heat_place,overall_place,backup_time_1,backup_time_2,reaction_time
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,43,E8468EE385C847,James,Garner,M,TENN,24,Breast,100,54.63,P,53.40,Y,1,5,2,3,53.70,53.65,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,43,E8468EE385C847,James,Garner,M,TENN,36,Breast,200,117.16,F,114.98,Y,2,4,1,3,115.05,115.16,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,43,E8468EE385C847,James,Garner,M,TENN,36,Breast,200,117.16,P,115.39,Y,1,4,1,3,115.44,115.54,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,45,82D64A348E5A1F,Bennett,Greene,M,TENN,12,3m,6,336.38,F,412.85,Y,1,2,1,1,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,45,82D64A348E5A1F,Bennett,Greene,M,TENN,12,3m,6,336.38,P,348.90,Y,1,9,1,1,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,45,82D64A348E5A1F,Bennett,Greene,M,TENN,28,1m,6,321.00,F,361.15,Y,1,1,1,1,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,45,82D64A348E5A1F,Bennett,Greene,M,TENN,28,1m,6,321.00,P,327.80,Y,1,1,2,2,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,45,82D64A348E5A1F,Bennett,Greene,M,TENN,40,10m,6,0.00,F,343.15,Y,1,7,2,2,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,10,9155DFE87D2E4B,Griffin,Hadley,M,TENN,6,Free,500,269.90,F,272.36,Y,2,3,8,16,272.50,272.39,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,10,9155DFE87D2E4B,Griffin,Hadley,M,TENN,6,Free,500,269.90,P,268.26,Y,1,3,4,11,268.40,268.40,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,10,9155DFE87D2E4B,Griffin,Hadley,M,TENN,22,Free,200,99.90,F,98.08,Y,1,7,3,11,98.25,98.26,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,10,9155DFE87D2E4B,Griffin,Hadley,M,TENN,22,Free,200,99.90,P,98.89,Y,4,1,4,16,99.03,99.07,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,10,9155DFE87D2E4B,Griffin,Hadley,M,TENN,32,Back,200,104.86,P,112.46,Y,3,5,6,19,112.62,112.75,0.59
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,10,9155DFE87D2E4B,Griffin,Hadley,M,TENN,38,Fly,200,106.14,F,109.05,Y,1,7,6,14,109.08,109.09,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,10,9155DFE87D2E4B,Griffin,Hadley,M,TENN,38,Fly,200,106.14,P,109.54,Y,3,3,5,14,109.75,109.90,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,46,485AD6E412F94E,Aidan,Hill,M,TENN,10,Free,50,21.12,F,20.67,Y,1,7,5,21,20.76,20.87,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,46,485AD6E412F94E,Aidan,Hill,M,TENN,10,Free,50,21.12,P,20.56,Y,2,1,7,21,20.72,20.73,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,46,485AD6E412F94E,Aidan,Hill,M,TENN,18,Fly,100,48.96,F,46.98,Y,2,1,3,11,47.35,47.06,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,46,485AD6E412F94E,Aidan,Hill,M,TENN,18,Fly,100,48.96,P,47.09,Y,4,7,3,8,47.20,47.12,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,46,485AD6E412F94E,Aidan,Hill,M,TENN,26,Back,100,48.21,F,47.21,Y,1,6,4,12,48.16,47.39,0.60
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,46,485AD6E412F94E,Aidan,Hill,M,TENN,26,Back,100,48.21,P,47.30,Y,2,3,3,10,47.37,47.38,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,46,485AD6E412F94E,Aidan,Hill,M,TENN,38,Fly,200,108.68,F,104.60,Y,1,4,1,9,104.59,104.79,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,46,485AD6E412F94E,Aidan,Hill,M,TENN,38,Fly,200,108.68,P,105.64,Y,3,2,3,7,105.83,105.77,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,47,4C7F182539454A,Kevin,Houseman,M,TENN,10,Free,50,0.00,P,24.79,Y,1,2,4,28,24.92,24.87,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,47,4C7F182539454A,Kevin,Houseman,M,TENN,24,Breast,100,54.14,F,53.10,Y,2,5,1,3,53.23,53.33,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,47,4C7F182539454A,Kevin,Houseman,M,TENN,24,Breast,100,54.14,P,53.92,Y,1,4,3,4,54.18,54.07,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,47,4C7F182539454A,Kevin,Houseman,M,TENN,36,Breast,200,126.62,F,118.39,Y,1,6,2,10,118.67,118.48,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,47,4C7F182539454A,Kevin,Houseman,M,TENN,36,Breast,200,126.62,P,123.06,Y,1,2,7,12,123.35,123.23,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,14,984E8EBB12D54C,Samantha,Huff,F,TENN,7,Medley,200,134.00,P,132.13,Y,1,8,8,30,132.30,132.24,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,14,984E8EBB12D54C,Samantha,Huff,F,TENN,9,Free,50,24.57,F,24.77,Y,1,6,4,20,24.87,24.67,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,14,984E8EBB12D54C,Samantha,Huff,F,TENN,9,Free,50,24.57,P,24.94,Y,2,1,7,21,25.09,25.00,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,14,984E8EBB12D54C,Samantha,Huff,F,TENN,17,Fly,100,60.50,P,59.31,Y,2,8,8,23,59.48,59.30,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,14,984E8EBB12D54C,Samantha,Huff,F,TENN,23,Breast,100,64.10,F,65.40,Y,1,1,7,15,65.78,66.88,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,14,984E8EBB12D54C,Samantha,Huff,F,TENN,23,Breast,100,64.10,P,66.01,Y,2,7,6,17,66.13,66.10,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,14,984E8EBB12D54C,Samantha,Huff,F,TENN,35,Breast,200,141.02,F,146.07,Y,1,8,7,15,146.16,146.17,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,14,984E8EBB12D54C,Samantha,Huff,F,TENN,35,Breast,200,141.02,P,145.41,Y,3,7,6,17,145.60,145.57,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,57,82601E5FD81747,Ella,Jansen,F,TENN,5,Free,500,280.67,F,275.85,Y,3,4,2,2,276.10,276.17,0.80
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,57,82601E5FD81747,Ella,Jansen,F,TENN,5,Free,500,280.67,P,280.05,Y,1,4,1,1,280.01,280.10,0.79
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,57,82601E5FD81747,Ella,Jansen,F,TENN,7,Medley,200,118.37,F,118.36,Y,3,6,4,6,118.50,118.39,0.77
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,57,82601E5FD81747,Ella,Jansen,F,TENN,7,Medley,200,118.37,P,118.09,Y,4,5,4,7,118.24,118.20,0.87
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,57,82601E5FD81747,Ella,Jansen,F,TENN,19,Medley,400,252.33,F,246.29,Y,3,5,2,2,246.45,246.44,0.78
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,57,82601E5FD81747,Ella,Jansen,F,TENN,19,Medley,400,252.33,P,249.30,Y,1,4,1,2,249.60,249.40,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,57,82601E5FD81747,Ella,Jansen,F,TENN,37,Fly,200,115.85,F,116.16,Y,2,4,3,5,116.38,116.38,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,57,82601E5FD81747,Ella,Jansen,F,TENN,37,Fly,200,115.85,P,116.36,Y,1,5,2,3,116.37,116.60,0.77
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,15,38C44D4C833DF7,Bjoern,Kammann,M,TENN,8,Medley,200,110.00,F,103.90,Y,4,5,2,2,103.99,104.11,0.79
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,15,38C44D4C833DF7,Bjoern,Kammann,M,TENN,8,Medley,200,110.00,P,103.84,Y,4,6,2,2,104.12,103.98,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,15,38C44D4C833DF7,Bjoern,Kammann,M,TENN,18,Fly,100,45.52,F,45.74,Y,2,4,1,9,45.76,45.90,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,15,38C44D4C833DF7,Bjoern,Kammann,M,TENN,18,Fly,100,45.52,P,46.12,Y,3,4,3,6,46.24,46.20,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,15,38C44D4C833DF7,Bjoern,Kammann,M,TENN,26,Back,100,48.52,F,45.94,Y,1,5,1,9,46.12,46.29,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,15,38C44D4C833DF7,Bjoern,Kammann,M,TENN,26,Back,100,48.52,P,46.90,Y,3,6,4,8,46.93,46.88,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,15,38C44D4C833DF7,Bjoern,Kammann,M,TENN,38,Fly,200,105.04,F,100.75,Y,3,4,2,2,100.84,100.94,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,15,38C44D4C833DF7,Bjoern,Kammann,M,TENN,38,Fly,200,105.04,P,100.84,Y,2,5,1,1,100.98,100.98,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,26,3AEB081EDDD341,Charles,Krone,M,TENN,6,Free,500,261.46,F,265.39,Y,1,4,1,17,265.68,265.62,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,26,3AEB081EDDD341,Charles,Krone,M,TENN,6,Free,500,261.46,P,271.43,Y,2,4,5,17,271.61,271.54,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,26,3AEB081EDDD341,Charles,Krone,M,TENN,22,Free,200,95.15,F,98.33,Y,1,5,4,12,98.50,98.50,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,26,3AEB081EDDD341,Charles,Krone,M,TENN,22,Free,200,95.15,P,96.84,Y,4,5,3,12,97.14,97.02,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,26,3AEB081EDDD341,Charles,Krone,M,TENN,30,Free,1650,577.26,F,960.00,Y,2,1,7,8,960.23,960.12,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,48,781D37A3098246,Tony,Laurito,M,TENN,8,Medley,200,110.14,F,105.18,Y,3,2,3,5,105.36,105.45,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,48,781D37A3098246,Tony,Laurito,M,TENN,8,Medley,200,110.14,P,106.21,Y,3,2,3,7,106.38,106.40,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,48,781D37A3098246,Tony,Laurito,M,TENN,20,Medley,400,229.76,F,224.06,Y,3,4,2,2,224.33,224.25,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,48,781D37A3098246,Tony,Laurito,M,TENN,20,Medley,400,229.76,P,225.00,Y,2,3,1,1,225.07,225.12,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,48,781D37A3098246,Tony,Laurito,M,TENN,32,Back,200,111.11,F,104.09,Y,2,2,4,6,104.25,104.33,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,48,781D37A3098246,Tony,Laurito,M,TENN,32,Back,200,111.11,P,104.30,Y,1,2,3,8,104.27,104.31,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,48,781D37A3098246,Tony,Laurito,M,TENN,38,Fly,200,106.55,F,108.02,Y,1,3,4,12,108.14,108.12,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,48,781D37A3098246,Tony,Laurito,M,TENN,38,Fly,200,106.55,P,106.60,Y,2,3,3,10,106.79,106.78,0.35
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,1,2EFE10571AE04B,Harrison,Lierz,M,TENN,10,Free,50,20.20,F,19.91,Y,2,7,4,12,19.99,19.93,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,1,2EFE10571AE04B,Harrison,Lierz,M,TENN,10,Free,50,20.20,P,19.94,Y,4,2,4,12,20.03,20.07,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,1,2EFE10571AE04B,Harrison,Lierz,M,TENN,18,Fly,100,46.95,P,47.15,Y,4,3,4,9,47.24,47.27,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,1,2EFE10571AE04B,Harrison,Lierz,M,TENN,26,Back,100,44.98,F,45.25,Y,3,5,1,1,45.39,45.49,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,1,2EFE10571AE04B,Harrison,Lierz,M,TENN,26,Back,100,44.98,P,45.86,Y,3,4,1,2,46.09,45.97,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,1,2EFE10571AE04B,Harrison,Lierz,M,TENN,32,Back,200,100.84,F,102.48,Y,2,4,2,4,102.64,102.72,0.78
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,1,2EFE10571AE04B,Harrison,Lierz,M,TENN,32,Back,200,100.84,P,102.14,Y,3,4,2,3,102.28,102.29,0.75
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,1,2EFE10571AE04B,Harrison,Lierz,M,TENN,34,Free,100,44.25,P,46.43,Y,4,6,8,28,46.40,46.46,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,33,BB424852BBB1BB,Laura,Littlejohn,F,TENN,7,Medley,200,122.10,P,128.59,Y,4,1,8,28,128.70,128.67,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,33,BB424852BBB1BB,Laura,Littlejohn,F,TENN,9,Free,50,22.92,F,24.03,Y,2,1,8,16,24.19,24.21,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,33,BB424852BBB1BB,Laura,Littlejohn,F,TENN,9,Free,50,22.92,P,23.75,Y,2,6,6,16,23.86,23.78,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,33,BB424852BBB1BB,Laura,Littlejohn,F,TENN,21,Free,200,107.54,P,112.63,Y,3,2,8,27,112.86,112.65,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,33,BB424852BBB1BB,Laura,Littlejohn,F,TENN,33,Free,100,49.60,F,50.33,Y,1,8,5,13,50.47,50.46,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,33,BB424852BBB1BB,Laura,Littlejohn,F,TENN,33,Free,100,49.60,P,51.19,Y,2,3,6,17,51.28,51.31,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,58,E4E9FC25E4204B,Hannah,Marinovich,F,TENN,7,Medley,200,127.00,P,0.00,Y,2,8,0,0,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,58,E4E9FC25E4204B,Hannah,Marinovich,F,TENN,9,Free,50,23.45,F,24.15,Y,1,5,1,17,24.30,24.32,0.77
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,58,E4E9FC25E4204B,Hannah,Marinovich,F,TENN,9,Free,50,23.45,P,24.34,Y,1,2,6,19,24.40,24.42,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,58,E4E9FC25E4204B,Hannah,Marinovich,F,TENN,23,Breast,100,62.08,F,60.54,Y,2,2,5,7,60.63,60.79,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,58,E4E9FC25E4204B,Hannah,Marinovich,F,TENN,23,Breast,100,62.08,P,60.90,Y,2,6,3,7,61.03,61.08,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,58,E4E9FC25E4204B,Hannah,Marinovich,F,TENN,35,Breast,200,135.07,F,132.62,Y,2,7,4,6,132.66,132.62,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,58,E4E9FC25E4204B,Hannah,Marinovich,F,TENN,35,Breast,200,135.07,P,134.29,Y,3,6,5,12,134.27,134.32,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,8,4DB4F3C8EDF94D,Kate,McCarville,F,TENN,5,Free,500,283.77,F,281.29,Y,2,3,3,5,281.78,281.33,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,8,4DB4F3C8EDF94D,Kate,McCarville,F,TENN,5,Free,500,283.77,P,284.04,Y,1,5,2,5,284.19,284.24,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,8,4DB4F3C8EDF94D,Kate,McCarville,F,TENN,19,Medley,400,256.07,F,251.39,Y,2,3,3,5,251.57,251.44,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,8,4DB4F3C8EDF94D,Kate,McCarville,F,TENN,19,Medley,400,256.07,P,255.95,Y,3,5,2,5,256.20,256.17,0.91
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,8,4DB4F3C8EDF94D,Kate,McCarville,F,TENN,29,Free,1650,588.32,F,974.77,Y,2,3,3,3,975.04,974.80,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,7,B27A75E5B10545,Julia,Mrozinski,F,TENN,5,Free,500,283.05,F,279.68,Y,2,4,1,3,279.75,279.98,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,7,B27A75E5B10545,Julia,Mrozinski,F,TENN,5,Free,500,283.05,P,281.03,Y,2,5,1,3,281.22,281.27,0.79
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,7,B27A75E5B10545,Julia,Mrozinski,F,TENN,21,Free,200,104.94,F,105.64,Y,3,5,3,5,105.79,105.81,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,7,B27A75E5B10545,Julia,Mrozinski,F,TENN,21,Free,200,104.94,P,105.66,Y,3,4,1,4,105.86,105.84,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,7,B27A75E5B10545,Julia,Mrozinski,F,TENN,33,Free,100,49.50,P,49.42,Y,1,5,3,6,49.51,49.58,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,27,C4974DC4ABEB2C,Amber,Myers,F,TENN,9,Free,50,22.81,F,22.86,Y,2,5,3,11,23.03,23.06,0.78
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,27,C4974DC4ABEB2C,Amber,Myers,F,TENN,9,Free,50,22.81,P,22.81,Y,1,3,3,8,22.81,22.97,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,27,C4974DC4ABEB2C,Amber,Myers,F,TENN,17,Fly,100,55.16,F,54.72,Y,1,7,5,13,54.77,54.78,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,27,C4974DC4ABEB2C,Amber,Myers,F,TENN,17,Fly,100,55.16,P,55.55,Y,3,7,7,17,55.72,55.55,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,27,C4974DC4ABEB2C,Amber,Myers,F,TENN,25,Back,100,54.74,F,54.53,Y,1,6,3,11,54.71,54.59,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,27,C4974DC4ABEB2C,Amber,Myers,F,TENN,25,Back,100,54.74,P,54.43,Y,1,6,4,13,54.68,54.48,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,27,C4974DC4ABEB2C,Amber,Myers,F,TENN,31,Back,200,120.16,P,0.00,Y,4,7,0,0,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,27,C4974DC4ABEB2C,Amber,Myers,F,TENN,33,Free,100,49.62,F,50.12,Y,1,6,4,12,50.26,50.21,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,27,C4974DC4ABEB2C,Amber,Myers,F,TENN,33,Free,100,49.62,P,50.63,Y,1,3,4,11,50.82,50.63,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,49,1423516721B84A,Grayson,Nye,M,TENN,8,Medley,200,109.41,F,110.60,Y,1,1,8,24,110.73,110.82,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,49,1423516721B84A,Grayson,Nye,M,TENN,8,Medley,200,109.41,P,110.28,Y,2,3,7,23,110.43,110.40,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,49,1423516721B84A,Grayson,Nye,M,TENN,20,Medley,400,236.31,P,242.75,Y,1,2,7,14,242.91,242.76,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,49,1423516721B84A,Grayson,Nye,M,TENN,24,Breast,100,55.57,F,53.79,Y,2,2,5,7,53.93,54.02,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,49,1423516721B84A,Grayson,Nye,M,TENN,24,Breast,100,55.57,P,54.81,Y,1,3,4,7,54.84,54.93,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,49,1423516721B84A,Grayson,Nye,M,TENN,36,Breast,200,118.56,F,117.40,Y,2,5,5,7,117.50,117.56,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,49,1423516721B84A,Grayson,Nye,M,TENN,36,Breast,200,118.56,P,116.78,Y,2,5,3,4,116.98,116.97,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,20,0F064B807C5E4A,Regan,Rathwell,F,TENN,25,Back,100,54.03,P,0.00,Y,2,3,0,0,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,20,0F064B807C5E4A,Regan,Rathwell,F,TENN,31,Back,200,114.77,P,0.00,Y,3,5,0,0,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,21,2E094A43AADFE3,Owen,Redfearn,M,TENN,10,Free,50,23.00,P,22.57,Y,1,6,3,27,22.67,22.66,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,21,2E094A43AADFE3,Owen,Redfearn,M,TENN,12,3m,6,347.90,F,330.60,Y,1,9,3,3,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,21,2E094A43AADFE3,Owen,Redfearn,M,TENN,12,3m,6,347.90,P,306.70,Y,1,3,4,4,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,21,2E094A43AADFE3,Owen,Redfearn,M,TENN,28,1m,6,319.85,F,301.40,Y,1,9,4,4,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,21,2E094A43AADFE3,Owen,Redfearn,M,TENN,28,1m,6,319.85,P,286.45,Y,1,3,4,4,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,21,2E094A43AADFE3,Owen,Redfearn,M,TENN,40,10m,6,309.35,F,368.00,Y,1,3,1,1,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,3,D8245CF9CADA48,Madison,Reese,F,TENN,11,1m,6,269.40,F,265.55,Y,1,6,5,5,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,3,D8245CF9CADA48,Madison,Reese,F,TENN,11,1m,6,269.40,P,241.35,Y,1,7,7,7,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,3,D8245CF9CADA48,Madison,Reese,F,TENN,27,3m,6,301.40,F,298.20,Y,1,0,4,4,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,3,D8245CF9CADA48,Madison,Reese,F,TENN,27,3m,6,301.40,P,272.65,Y,1,3,3,3,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,3,D8245CF9CADA48,Madison,Reese,F,TENN,39,10m,6,0.00,F,223.45,Y,1,9,3,3,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,28,2C28E452C4564F,Gus,Rothrock,M,TENN,6,Free,500,267.88,F,264.00,Y,3,2,6,8,264.16,264.14,0.69
